"ticket_id","opened_at","address_id","uprava","district","street","house_number","title","description","reason_category","month","hour","season"
"247","2025-05-31 05:37:00","77","Южная управа","Пригородный","Солнечная","11Б","Скользко у подъезда","После снегопада двор не обработан против гололеда.","yard","5","5","spring"
"407","2025-06-01 16:31:00","58","Южная управа","Южный","Школьная","41","Перебои с электричеством","На площадке мигает свет и отключается электричество.","electricity","6","16","summer"
"236","2025-06-01 20:19:00","77","Южная управа","Пригородный","Солнечная","11Б","Лифт не реагирует на вызов","Лифт не поднимается на этажи, жители не могут воспользоваться.","elevator","6","20","summer"
"228","2025-06-02 09:43:00","77","Южная управа","Пригородный","Солнечная","11Б","Проблема с подачей тепла","Батареи остаются холодными с утра, температура в квартире низкая.","heating","6","9","summer"
"177","2025-06-05 02:17:00","17","Центральная управа","Исторический","Пушкина","9","Нет отопления","В нескольких квартирах подъезда батареи еле теплые.","heating","6","2","summer"
"398","2025-06-06 18:00:00","73","Южная управа","Пригородный","Солнечная","49","Холодные батареи","Отопление подается с перебоями, нужно проверить систему.","heating","6","18","summer"
"408","2025-06-07 14:47:00","13","Центральная управа","Центральный","Гагарина","45А","Холодные батареи","В нескольких квартирах подъезда батареи еле теплые.","heating","6","14","summer"
"25","2025-06-08 09:51:00","69","Южная управа","Пригородный","Полевая","29","Проблема с мусорной площадкой","Рядом с домом образовалась свалка бытового мусора.","garbage","6","9","summer"
"184","2025-06-09 10:45:00","24","Центральная управа","Исторический","Набережная","23А","Проблема с мусорной площадкой","Рядом с домом образовалась свалка бытового мусора.","garbage","6","10","summer"
"328","2025-06-12 11:00:00","58","Южная управа","Южный","Школьная","41","Слабое отопление в квартире","В нескольких квартирах подъезда батареи еле теплые.","heating","6","11","summer"
"257","2025-06-12 22:36:00","27","Северная управа","Северный","Мира","5А","Скопление мусора у дома","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","6","22","summer"
"372","2025-06-13 21:07:00","65","Южная управа","Южный","Строителей","3","Проблема с подачей тепла","Батареи остаются холодными с утра, температура в квартире низкая.","heating","6","21","summer"
"138","2025-06-13 23:58:00","8","Центральная управа","Центральный","Советская","41","Протекает крыша","На верхнем этаже появилась протечка с крыши.","roof","6","23","summer"
"264","2025-06-21 06:38:00","14","Центральная управа","Центральный","Гагарина","3","Нет отопления","В нескольких квартирах подъезда батареи еле теплые.","heating","6","6","summer"
"269","2025-06-26 01:01:00","21","Центральная управа","Исторический","Пушкина","15А","Скопление мусора у дома","Мусор не вывозился несколько дней, требуется уборка.","garbage","6","1","summer"
"253","2025-06-30 12:06:00","13","Центральная управа","Центральный","Гагарина","45А","Не вывозят мусор","Рядом с домом образовалась свалка бытового мусора.","garbage","6","12","summer"
"52","2025-07-01 03:48:00","59","Южная управа","Южный","Школьная","5Б","Не работает лифт","Кнопки лифта не реагируют, нужна диагностика.","elevator","7","3","summer"
"326","2025-07-02 21:27:00","30","Северная управа","Северный","Молодежная","27","Протекает труба в подъезде","Из стояка течет вода, жители жалуются на сырость.","water_leak","7","21","summer"
"286","2025-07-03 06:57:00","22","Центральная управа","Исторический","Набережная","5А","Не вывозят мусор","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","7","6","summer"
"80","2025-07-04 14:04:00","1","Центральная управа","Центральный","Ленина","9","Не вывозят мусор","Рядом с домом образовалась свалка бытового мусора.","garbage","7","14","summer"
"143","2025-07-04 22:18:00","42","Северная управа","Промышленный","Заводская","17А","Проблема с подачей тепла","Отопление подается с перебоями, нужно проверить систему.","heating","7","22","summer"
"293","2025-07-07 06:17:00","28","Северная управа","Северный","Мира","5","Лифт застревает","Лифт периодически застревает между этажами.","elevator","7","6","summer"
"76","2025-07-07 10:25:00","47","Северная управа","Промышленный","Энергетиков","27Б","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","7","10","summer"
"410","2025-07-07 22:05:00","72","Южная управа","Пригородный","Солнечная","23","Не горит освещение на этаже","Освещение в подъезде не работает со вчерашнего вечера.","electricity","7","22","summer"
"116","2025-07-08 19:03:00","75","Южная управа","Пригородный","Солнечная","41","Перебои с электричеством","Жители сообщают об отключении света в доме.","electricity","7","19","summer"
"86","2025-07-10 08:27:00","29","Северная управа","Северный","Мира","3А","Неприятный запах из подвала","Жильцы жалуются на затопление и запах в подъезде.","sewer","7","8","summer"
"313","2025-07-13 05:37:00","42","Северная управа","Промышленный","Заводская","17А","Повреждение кровли","На верхнем этаже появилась протечка с крыши.","roof","7","5","summer"
"56","2025-07-16 00:35:00","68","Южная управа","Пригородный","Полевая","11","Проблема с мусорной площадкой","Рядом с домом образовалась свалка бытового мусора.","garbage","7","0","summer"
"74","2025-07-16 18:31:00","64","Южная управа","Южный","Строителей","17","Не горит освещение на этаже","Жители сообщают об отключении света в доме.","electricity","7","18","summer"
"41","2025-07-18 00:51:00","3","Центральная управа","Центральный","Ленина","15А","Протекает крыша","После осадков с потолка течет вода, требуется проверка кровли.","roof","7","0","summer"
"136","2025-07-18 23:15:00","36","Северная управа","Северный","Парковая","19","Протекает труба в подъезде","Из стояка течет вода, жители жалуются на сырость.","water_leak","7","23","summer"
"359","2025-07-23 12:06:00","71","Южная управа","Пригородный","Полевая","31","Неприятный запах из подвала","Из подвала идет сильный запах, вероятен засор канализации.","sewer","7","12","summer"
"62","2025-07-24 08:13:00","14","Центральная управа","Центральный","Гагарина","3","Залив квартиры с крыши","После осадков с потолка течет вода, требуется проверка кровли.","roof","7","8","summer"
"178","2025-07-25 13:36:00","49","Северная управа","Промышленный","Энергетиков","37","Холодные батареи","В нескольких квартирах подъезда батареи еле теплые.","heating","7","13","summer"
"188","2025-07-27 13:08:00","8","Центральная управа","Центральный","Советская","41","Не работает лифт","Кнопки лифта не реагируют, нужна диагностика.","elevator","7","13","summer"
"95","2025-07-27 20:35:00","33","Северная управа","Северный","Молодежная","5А","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","7","20","summer"
"327","2025-07-30 01:03:00","50","Северная управа","Промышленный","Энергетиков","29Б","Лифт не реагирует на вызов","Кнопки лифта не реагируют, нужна диагностика.","elevator","7","1","summer"
"35","2025-07-30 16:09:00","28","Северная управа","Северный","Мира","5","Не горит освещение на этаже","Жители сообщают об отключении света в доме.","electricity","7","16","summer"
"279","2025-08-01 07:01:00","77","Южная управа","Пригородный","Солнечная","11Б","Засор канализации","Из подвала идет сильный запах, вероятен засор канализации.","sewer","8","7","summer"
"114","2025-08-01 20:09:00","11","Центральная управа","Центральный","Гагарина","27","Течь в подвале","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","8","20","summer"
"131","2025-08-05 02:21:00","3","Центральная управа","Центральный","Ленина","15А","Протекает труба в подъезде","Из стояка течет вода, жители жалуются на сырость.","water_leak","8","2","summer"
"153","2025-08-08 15:35:00","22","Центральная управа","Исторический","Набережная","5А","Лифт не реагирует на вызов","Лифт периодически застревает между этажами.","elevator","8","15","summer"
"280","2025-08-11 21:07:00","73","Южная управа","Пригородный","Солнечная","49","Не работает лифт","Лифт не поднимается на этажи, жители не могут воспользоваться.","elevator","8","21","summer"
"185","2025-08-12 16:14:00","5","Центральная управа","Центральный","Ленина","15","Поломка лифта в подъезде","Лифт периодически застревает между этажами.","elevator","8","16","summer"
"85","2025-08-15 20:29:00","41","Северная управа","Промышленный","Заводская","45Б","Переполнены контейнеры","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","8","20","summer"
"44","2025-08-18 17:53:00","7","Центральная управа","Центральный","Советская","27","Не горит освещение на этаже","На площадке мигает свет и отключается электричество.","electricity","8","17","summer"
"113","2025-08-22 10:17:00","77","Южная управа","Пригородный","Солнечная","11Б","Протечка трубы","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","8","10","summer"
"291","2025-08-22 18:02:00","62","Южная управа","Южный","Строителей","29А","Переполнены контейнеры","Мусор не вывозился несколько дней, требуется уборка.","garbage","8","18","summer"
"373","2025-08-22 21:58:00","33","Северная управа","Северный","Молодежная","5А","Прорыв стояка","Из стояка течет вода, жители жалуются на сырость.","water_leak","8","21","summer"
"12","2025-08-23 08:20:00","53","Южная управа","Южный","Садовая","13","Протечка трубы","Из стояка течет вода, жители жалуются на сырость.","water_leak","8","8","summer"
"308","2025-08-24 13:57:00","73","Южная управа","Пригородный","Солнечная","49","Повреждение кровли","После осадков с потолка течет вода, требуется проверка кровли.","roof","8","13","summer"
"344","2025-08-25 19:31:00","12","Центральная управа","Центральный","Гагарина","37","Проблема с мусорной площадкой","Рядом с домом образовалась свалка бытового мусора.","garbage","8","19","summer"
"284","2025-08-29 14:57:00","41","Северная управа","Промышленный","Заводская","45Б","Не работает лифт","Кнопки лифта не реагируют, нужна диагностика.","elevator","8","14","summer"
"16","2025-08-30 16:24:00","43","Северная управа","Промышленный","Заводская","9","Поломка лифта в подъезде","Кнопки лифта не реагируют, нужна диагностика.","elevator","8","16","summer"
"287","2025-09-04 08:58:00","77","Южная управа","Пригородный","Солнечная","11Б","Нет отопления","В нескольких квартирах подъезда батареи еле теплые.","heating","9","8","autumn"
"135","2025-09-04 21:12:00","13","Центральная управа","Центральный","Гагарина","45А","Проблема с мусорной площадкой","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","9","21","autumn"
"90","2025-09-09 23:33:00","38","Северная управа","Северный","Парковая","27","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","9","23","autumn"
"152","2025-09-10 00:12:00","75","Южная управа","Пригородный","Солнечная","41","Не вывозят мусор","Мусор не вывозился несколько дней, требуется уборка.","garbage","9","0","autumn"
"208","2025-09-10 07:04:00","60","Южная управа","Южный","Строителей","13Б","Нет отопления","Отопление подается с перебоями, нужно проверить систему.","heating","9","7","autumn"
"194","2025-09-13 00:13:00","76","Южная управа","Пригородный","Солнечная","7","Не горит освещение на этаже","Освещение в подъезде не работает со вчерашнего вечера.","electricity","9","0","autumn"
"64","2025-09-13 03:02:00","74","Южная управа","Пригородный","Солнечная","29Б","Залив квартиры с крыши","Жители сообщают о повреждении покрытия кровли.","roof","9","3","autumn"
"134","2025-09-16 10:58:00","63","Южная управа","Южный","Строителей","33","Слабое отопление в квартире","Отопление подается с перебоями, нужно проверить систему.","heating","9","10","autumn"
"46","2025-09-19 04:02:00","48","Северная управа","Промышленный","Энергетиков","39А","Нет отопления","Батареи остаются холодными с утра, температура в квартире низкая.","heating","9","4","autumn"
"295","2025-09-20 22:31:00","26","Северная управа","Северный","Мира","19","Переполнены контейнеры","Мусор не вывозился несколько дней, требуется уборка.","garbage","9","22","autumn"
"366","2025-09-22 00:54:00","76","Южная управа","Пригородный","Солнечная","7","Лифт не реагирует на вызов","Лифт не поднимается на этажи, жители не могут воспользоваться.","elevator","9","0","autumn"
